,ID,Auteur,Naissance (min),Naissance (max),Mort (min),Mort (max),Témoin,Partie,Chapitre,Section,size
574,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DE LOY APPAROISSANTE,"LX. Mandement de Loy apparente, par qui, et en quel temps peut être obtenu.",2
575,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DE PRESCRIPTIONS.,"CCCCCXXIII. Faculté de toutefois et quantes, comment se prescrit.",1
576,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DE SERVITUDES.,DCVII.,2
577,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DE SERVITUDES.,DCXXII.,1
578,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,6
579,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DE VARECH.,introduction,2
580,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DES DONATIONS.,CCCCXLV. Comment s ’ entend donner et retenir.,1
581,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CCVI. En quel cas le Seigneur peut détourner l ’ eau courante en son fief.,1
582,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DES TESTAMENS.,CCCCXII. Forme et solennité de Testament.,1
583,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DES TESTAMENS.,CCCCXIII.,1
584,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DES TESTAMENS.,CCCCXIV. Quelles personnes peuvent tester de meuble et comment.,3
585,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DES TESTAMENS.,"CCCCXXII. Disposition par testament du tiers des acquests comment permise, à qui, et au profit de qui.",2
586,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,3
587,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXV. Charge du doüaire.,1
588,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXVII.,2
589,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,DU DOUAIRE.,CCCXCI. Meubles de la femme separée de biens à qui appartienent.,1
590,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,basnage,coutume,TITRE DE JURISDICTION.,XXIV. Jurisdiction des Bas-Justiciers.,1
591,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,berault,<front>,AVANT-PROPOS AU LECTEUR,,1
592,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CCVI.,1
593,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SERVITVDES.,VI. C. VIII.,1
594,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCXXXV.,1
595,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE.",CCXXXV.,1
596,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGT-QUATRIEME. DE SERVITUDES.,DCXX.,1
597,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGT-QUATRIEME. DE SERVITUDES.,DCXXII.,1
598,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,pesnelle,COUTUME DE NORMANDIE.,"Septieme Partie, du Douaire des Enfans,",CCCXCIX.,1
599,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","D ’ inquisition d ’ office de Iustice, ce du deuoir des Iuges. Chap. XXXI.",Au chapitre De Justicier.,1
600,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,3
601,ulpien,Ulpien (0160-0228),0160-01-01,0160-01-01,0225-01-01,0225-01-01,terrien,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS.","François 1515. Des caables, cs menus marchez debois. Chap. IX.",1518.,1
602,valentinien,,0419-01-01,0419-01-01,0455-01-01,0455-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE SEIZIEME. DES TESTAMENS.,CCCCXII.,1
603,velleius,"Velleius Paterculus, Caius (0019? av. J.-C.-0031?)",-0019-01-01,-0019-01-01,0031-01-01,0031-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SERVITVDES.,VI. C. XVI.,1
604,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXLIX. Mariage avenant.,1
605,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CCX. Nouvelle construction de pescherie et moulin.,2
606,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLII. Que peut demander celuy qui a fait don de son bien à l ’ Eglise.,1
607,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,basnage,coutume,TITRE DE JURISDICTION.,XII.,1
608,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CXXVI.,1
609,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,pesnelle,COUTUME DE NORMANDIE.,"Seconde Partie, du Droit de Viduité.",CCCLXXXV.,1
610,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","De simple querelle personnel, qui se fait pour bateries co mal-façons de corps. Chap. : XXVI.","Au chapitre De bref. de mar., encom.",1
611,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,1
612,virgile,Virgile (0070-0019 av. J.-C.),-0070-01-01,-0070-01-01,-0019-01-01,-0019-01-01,terrien,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS.",Du bois qui se prend pour les euures du Roy. Chap. XV.,François 1515.,1
613,vopiscus,"Vopiscus, Flavius (02..-03..)",0200-01-01,0299-01-01,0300-01-01,0399-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,introduction,1
614,xenophon,"Vossius, Gerardus Joannes (1577-1649)",-0430-01-01,-0430-01-01,-0355-01-01,-0355-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,2
615,xenophon,"Vossius, Gerardus Joannes (1577-1649)",-0430-01-01,-0430-01-01,-0355-01-01,-0355-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.",Des chasses. Chap. XLV.,Ledit François 1533.,1
616,zenon,Zénon (0430?-0491 ; empereur d'Orient),0430-01-01,0430-01-01,0491-01-01,0491-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CCX. Nouvelle construction de pescherie et moulin.,1
